51116,TOYOTA,35,7.9,137,10.6,75.0
0,26,10,1,2016,0,0,0,0,0,1,7,30,84,128,200,100,117,98,55,34,13,3,0,0,0,0,0,0,200,8888,870,8888,274
0,26,10,2,2016,0,0,0,0,0,1,8,25,46,84,125,100,206,277,96,146,56,5,0,0,0,0,0,0,277,8888,1175,8888,275
0,26,10,3,2016,0,0,0,0,0,1,7,14,24,36,67,78,67,28,14,10,6,4,0,0,0,0,0,0,78,8888,356,8888,276
0,26,10,4,2016,0,0,0,0,0,1,16,108,131,196,182,242,132,122,64,38,22,4,0,0,0,0,0,0,242,8888,1258,8888,277
0,26,10,5,2016,0,0,0,0,0,1,12,70,159,179,103,117,113,58,42,24,9,4,0,0,0,0,0,0,179,8888,891,8888,278
0,26,10,6,2016,0,0,0,0,0,1,35,123,214,283,328,347,335,299,235,153,64,5,0,0,0,0,0,0,347,8888,2422,8888,279
0,26,10,7,2016,0,0,0,0,0,0,13,61,159,201,290,311,293,253,108,97,23,3,0,0,0,0,0,0,311,8888,1812,8888,280
0,26,10,8,2016,0,0,0,0,0,0,8,12,49,115,187,218,80,57,50,46,16,3,0,0,0,0,0,0,218,8888,841,8888,281
0,26,10,9,2016,0,0,0,0,0,0,4,10,23,57,117,98,184,71,100,89,38,5,0,0,0,0,0,0,184,8888,796,8888,282
0,26,10,10,2016,0,0,0,0,0,0,8,33,91,169,183,270,264,283,226,106,17,3,0,0,0,0,0,0,283,8888,1653,8888,283
0,26,10,11,2016,0,0,0,0,0,0,28,100,184,257,175,135,109,69,46,28,10,3,0,0,0,0,0,0,257,8888,1144,8888,284
0,26,10,12,2016,0,0,0,0,0,0,21,92,127,214,273,309,302,239,165,103,31,2,0,0,0,0,0,0,309,8888,1878,8888,285
0,26,10,13,2016,0,0,0,0,0,0,7,30,59,83,118,244,315,255,132,52,18,2,0,0,0,0,0,0,315,8888,1315,8888,286
0,26,10,14,2016,0,0,0,0,0,0,8,33,110,121,104,151,135,151,137,102,39,2,0,0,0,0,0,0,151,8888,1093,8888,287
0,26,10,15,2016,0,0,0,0,0,0,31,121,212,280,329,346,335,294,229,135,49,2,0,0,0,0,0,0,346,8888,2363,8888,288
0,26,10,16,2016,0,0,0,0,0,0,30,92,201,270,284,190,198,147,114,90,26,1,0,0,0,0,0,0,284,8888,1643,8888,289
0,26,10,17,2016,0,0,0,0,0,0,2,6,10,28,40,90,257,96,62,31,9,1,0,0,0,0,0,0,257,8888,632,8888,290
0,26,10,18,2016,0,0,0,0,0,0,27,115,205,272,315,333,323,253,182,133,41,1,0,0,0,0,0,0,333,8888,2200,8888,291
0,26,10,19,2016,0,0,0,0,0,0,16,62,118,162,298,285,277,167,112,79,14,1,0,0,0,0,0,0,298,8888,1591,8888,292
0,26,10,20,2016,0,0,0,0,0,0,19,113,202,269,310,327,316,282,214,102,21,1,0,0,0,0,0,0,327,8888,2176,8888,293
0,26,10,21,2016,0,0,0,0,0,0,7,39,117,175,284,264,165,148,80,29,6,0,0,0,0,0,0,0,284,8888,1314,8888,294
0,26,10,22,2016,0,0,0,0,0,0,6,29,84,110,119,108,106,52,38,18,6,0,0,0,0,0,0,0,119,8888,676,8888,295
0,26,10,23,2016,0,0,0,0,0,0,10,82,117,129,265,276,66,59,54,30,9,0,0,0,0,0,0,0,276,8888,1097,8888,296
0,26,10,24,2016,0,0,0,0,0,0,29,115,210,281,322,341,331,290,219,132,38,0,0,0,0,0,0,0,341,8888,2308,8888,297
0,26,10,25,2016,0,0,0,0,0,0,5,20,41,44,42,46,38,37,23,8,3,0,0,0,0,0,0,0,46,8888,307,8888,298
0,26,10,26,2016,0,0,0,0,0,0,6,29,116,262,306,319,228,193,138,38,10,0,0,0,0,0,0,0,319,8888,1645,8888,299
0,26,10,27,2016,0,0,0,0,0,0,27,113,202,274,319,336,324,265,213,126,33,0,0,0,0,0,0,0,336,8888,2232,8888,300
0,26,10,28,2016,0,0,0,0,0,0,4,16,35,40,40,41,17,19,13,6,2,0,0,0,0,0,0,0,41,8888,233,8888,301
0,26,10,29,2016,0,0,0,0,0,0,16,112,201,269,319,335,321,279,211,124,32,0,0,0,0,0,0,0,335,8888,2219,8888,302
0,26,10,30,2016,0,0,0,0,0,0,7,68,88,187,308,323,309,248,195,106,13,0,0,0,0,0,0,0,323,8888,1852,8888,303
0,26,10,31,2016,0,0,0,0,0,0,23,73,139,191,198,149,140,97,86,32,7,0,0,0,0,0,0,0,198,8888,1135,8888,304
